genre,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,max_improvement
Alternative,My Darkest Days,52,0.0108,0.669,193573,0.916,0.0,B,0.652,-4.228,Minor,0.0488,116.06,4/4,0.862,6.697279728854636
Anime,SEKAI NO OWARI,17,0.0391,0.595,224053,0.902,0.0,C,0.104,-3.656,Major,0.0785,180.003,4/4,0.958,13.767597151992142
Jazz,Count Basie,37,0.715,0.416,198457,0.604,0.801,C,0.083,-9.593,Minor,0.213,204.929,3/4,0.711,14.634432682730555
Rap,Mos Def,55,0.305,0.72,305280,0.67,0.0,D,0.0928,-10.224,Major,0.132,121.342,4/4,0.566,11.91836278533053
Alternative,Sidewalk Prophets,42,0.000831,0.562,206402,0.868,0.0,C,0.106,-4.189,Major,0.0473,122.023,4/4,0.476,11.49513088528016
World,Hillsong UNITED,25,0.00328,0.316,329667,0.823,0.0,A,0.266,-4.628,Minor,0.0313,179.804,4/4,0.28,13.221149513172348
R&B,The Japanese House,52,0.617,0.211,265897,0.407,0.00284,D,0.0937,-11.223,Major,0.0446,179.915,3/4,0.254,7.581395731548089
Movie,Generation B.O.,6,0.188,0.723,202800,0.917,0.0,C,0.349,-3.07,Minor,0.0336,105.058,4/4,0.855,14.322881486493392
Reggae,Cardenales Del Exito,26,0.608,0.77,206293,0.759,0.0,C,0.0834,-8.032,Minor,0.0397,102.019,3/4,0.836,12.794465127046903
Children's Music,AViVA,66,0.0351,0.549,228904,0.656,1.19e-06,D#,0.129,-6.515,Major,0.0438,180.043,4/4,0.594,3.824990780678713
Rap,Casanova,48,0.00603,0.527,221067,0.885,0.0,C,0.232,-4.39,Major,0.116,133.304,5/4,0.498,15.594607569174448
Pop,Future,63,0.00191,0.718,173347,0.679,0.0104,B,0.385,-5.899,Minor,0.0706,157.97,4/4,0.205,9.240532489532422
Opera,Ian Bostridge,8,0.985,0.273,328453,0.0413,5.89e-05,C,0.0865,-23.291,Minor,0.0587,84.532,4/4,0.0377,20.791856100412314
Movie,Daniel Lavoie,22,0.836,0.364,159267,0.266,5.83e-05,F,0.117,-12.156,Minor,0.0347,130.048,3/4,0.253,7.127777300875035
Jazz,Michelle Simonal,50,0.566,0.772,173044,0.422,0.000874,G,0.129,-13.698,Major,0.0349,132.053,4/4,0.878,6.978955175819427
Movie,Henri Salvador,3,0.0782,0.508,151973,0.587,0.0664,C,0.288,-8.576,Major,0.208,80.459,4/4,0.675,18.61439206739558
Ska,The Aggrolites,34,0.176,0.628,143653,0.75,0.0566,F#,0.0915,-7.452,Major,0.0517,148.871,4/4,0.795,4.174821248539932
World,Hillsong Worship,29,0.0158,0.424,334680,0.456,0.0,F,0.0872,-6.356,Major,0.0271,157.932,4/4,0.134,11.095479249064702
Country,Curtis Grimes,37,0.211,0.66,185973,0.828,1.57e-06,C,0.11,-4.531,Minor,0.0331,102.044,4/4,0.553,12.513285934616123
R&B,Mariah Carey,58,0.07,0.701,207587,0.691,0.0,A,0.844,-5.937,Major,0.0808,131.843,4/4,0.587,2.707297487877535
Folk,Linda Ronstadt,64,0.739,0.732,239400,0.161,0.000379,B,0.105,-12.817,Major,0.0306,95.21,4/4,0.5,3.9116024469085837
Pop,NEEDTOBREATHE,61,0.227,0.511,294200,0.8,0.000345,A#,0.112,-4.759,Major,0.0622,114.042,4/4,0.531,7.275336143257671
Rock,Bruce Springsteen,72,0.589,0.62,155880,0.446,0.0299,C#,0.0727,-14.451,Minor,0.0347,88.591,4/4,0.868,1.658181221320125
Opera,Ruggero Leoncavallo,8,0.967,0.216,129440,0.486,5.63e-05,E,0.0931,-8.735,Major,0.0393,91.358,4/4,0.189,17.150149731664886
Opera,Giuseppe Verdi,21,0.877,0.267,140467,0.347,0.84,F,0.0704,-15.015,Minor,0.0427,80.323,4/4,0.0776,9.937333461052836
Electronic,Getter,49,0.0116,0.721,141972,0.899,2.51e-05,A#,0.126,-4.07,Minor,0.057,142.018,4/4,0.0385,5.864883117760333
Pop,Meek Mill,74,0.0581,0.763,234589,0.441,0.0,C,0.0458,-8.211,Major,0.256,86.093,4/4,0.538,6.067863410658295
Reggae,Pasabordo,50,0.301,0.79,218320,0.725,0.0,G,0.132,-7.805,Major,0.0765,96.024,4/4,0.596,2.0535838895770504
Hip-Hop,Tech N9ne,51,0.0208,0.603,234147,0.944,0.0,A,0.384,-4.086,Major,0.389,168.084,4/4,0.674,15.14622906036256
Comedy,Ryan Stout,12,0.792,0.577,86667,0.861,2.62e-05,C#,0.78,-11.039,Minor,0.893,88.156,1/4,0.258,12.08859758400554
Children's Music,Death Grips,49,0.00187,0.317,161133,0.853,0.000702,G,0.254,-2.751,Major,0.186,103.37,4/4,0.487,10.363494104477263
Indie,Matt and Kim,54,0.0945,0.701,133267,0.655,2.97e-05,G,0.15,-6.904,Major,0.0346,97.98,4/4,0.784,13.921716577864258
Jazz,Keith Jarrett,45,0.959,0.392,376546,0.119,0.682,F,0.0972,-18.487,Major,0.039,103.886,4/4,0.179,8.432977002562628
Blues,Steely Dan,44,0.128,0.54,318360,0.772,0.00589,C,0.0753,-11.172,Major,0.0455,109.802,4/4,0.811,8.609037972612336
Classical,Johann Sebastian Bach,40,0.987,0.52,296907,0.0272,0.906,D#,0.108,-26.404,Major,0.0511,70.299,4/4,0.545,5.686917976912696
World,Ryuichi Sakamoto,26,0.876,0.153,73242,0.037,0.947,C#,0.0938,-28.626,Major,0.0328,66.901,1/4,0.101,14.808942930142095
Pop,The Him,69,0.124,0.605,161520,0.733,0.0,D,0.0786,-4.684,Major,0.0616,125.029,4/4,0.489,11.114803642595751
Opera,Gaetano Donizetti,30,0.979,0.291,207733,0.203,1.54e-05,C,0.0827,-16.514,Major,0.0531,75.358,3/4,0.0638,5.066146696743288
Soundtrack,Ludwig Goransson,38,0.523,0.289,210094,0.577,0.857,F,0.19,-13.378,Minor,0.16,171.83,3/4,0.15,8.043459379439001
Children's Music,Third Eye Blind,53,0.000904,0.498,187667,0.913,0.0,C,0.0902,-4.805,Minor,0.0446,89.359,4/4,0.45,8.217587103239874
Alternative,American Football,53,0.0171,0.436,268333,0.819,0.00882,C,0.117,-6.71,Major,0.036,144.26,4/4,0.405,6.052136802172001
Children's Music,Korn,51,0.00277,0.697,232600,0.808,0.00258,C#,0.0509,-6.803,Minor,0.203,95.841,4/4,0.54,8.842483299257077
Rap,Kanye West,63,0.115,0.609,256587,0.746,0.0087,F,0.427,-5.249,Minor,0.184,117.072,4/4,0.277,9.00905545641072
Classical,Wolfgang Amadeus Mozart,25,0.991,0.386,224147,0.184,0.922,G,0.122,-21.549,Major,0.036,140.532,3/4,0.611,12.284471177094561
Electronic,Excision,27,0.00364,0.368,217600,0.953,0.29,F,0.652,-1.877,Minor,0.571,74.928,4/4,0.237,13.32651693790532
Movie,Dorothée,30,0.325,0.824,154840,0.782,0.0,A#,0.138,-7.899,Major,0.0354,144.493,4/4,0.964,3.6115243180083874
R&B,Destiny's Child,44,0.000238,0.617,245600,0.575,0.053,D#,0.0542,-5.212,Minor,0.0363,72.188,4/4,0.278,14.63958945799333
Ska,The Bouncing Souls,23,0.000195,0.22,83293,0.966,0.0,D,0.305,-4.005,Major,0.173,194.182,4/4,0.595,12.104331514611127
Alternative,Saliva,59,0.0122,0.363,231200,0.906,0.0,C#,0.172,-4.415,Major,0.0615,181.964,4/4,0.371,3.85230908733111
Reggae,Baby Rasta,57,0.111,0.767,256757,0.758,0.0,E,0.376,-8.116,Minor,0.295,76.498,4/4,0.84,2.5226763003132198
Alternative,Rise Against,55,0.000123,0.336,237480,0.951,0.00108,F,0.0333,-3.587,Minor,0.0707,108.043,4/4,0.596,8.098010163223654
Hip-Hop,Thug Life,51,0.0677,0.81,232947,0.614,0.0,C#,0.356,-7.41,Major,0.157,87.03,4/4,0.431,13.953583445821748
Pop,Slushii,67,0.192,0.67,162538,0.672,5.13e-05,C#,0.0926,-3.469,Major,0.0923,165.075,4/4,0.643,10.111871642120121
Hip-Hop,Key Glock,58,0.0246,0.824,177872,0.747,0.0,G#,0.117,-4.594,Minor,0.373,149.018,4/4,0.498,11.365072834641817
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,34,0.13,0.851,217427,0.587,0.00103,G,0.0488,-9.391,Major,0.0521,108.164,4/4,0.763,9.872889839170755
Jazz,Roy Ayers,40,0.138,0.694,515840,0.598,0.00269,D,0.345,-8.177,Minor,0.04,108.633,4/4,0.962,10.306561524476926
World,Chris Quilala,27,0.501,0.245,391400,0.467,0.0471,C,0.0628,-12.036,Major,0.0368,127.494,4/4,0.0367,17.69080731632163
Dance,R3HAB,58,0.211,0.748,158062,0.406,0.0,C,0.042,-7.462,Major,0.0343,79.988,4/4,0.386,4.048919638501121
Anime,ko-ko-ya,22,0.784,0.703,241440,0.327,0.772,G,0.107,-9.983,Major,0.0361,108.446,4/4,0.848,10.05819937182644
Hip-Hop,Fetty Wap,49,0.0407,0.681,304200,0.57,0.0,G,0.105,-5.829,Minor,0.136,135.121,4/4,0.153,13.118065750750644
Rap,Trey Songz,70,0.0381,0.708,229013,0.612,0.0,F,0.277,-6.379,Minor,0.122,139.913,4/4,0.263,8.252283294542773
Opera,Gioachino Rossini,10,0.933,0.129,162000,0.0557,0.743,F,0.104,-25.691,Major,0.0491,63.827,3/4,0.0389,24.370598975741682
Blues,Todd Rhodes,31,0.357,0.692,164187,0.628,0.0,F,0.114,-6.186,Minor,0.0837,137.065,4/4,0.774,13.226451643623397
Dance,Justin Bieber,62,0.537,0.388,196907,0.612,1.12e-06,G#,0.115,-5.141,Major,0.0478,75.618,4/4,0.387,9.052901978409794
Opera,Adolphe Adam,12,0.952,0.461,177693,0.107,0.704,D,0.0797,-21.525,Major,0.0424,113.12,4/4,0.23,9.153063147438404
Ska,Against Me!,25,0.05,0.648,193440,0.976,3.99e-06,G,0.0975,-7.513,Major,0.0439,98.881,4/4,0.328,10.43916844156872
Alternative,Amber Mark,60,0.579,0.733,214578,0.474,0.000272,D#,0.087,-8.024,Major,0.0439,102.976,4/4,0.328,3.9428262296495666
Pop,Jon Bellion,65,0.267,0.732,172751,0.629,0.0,C,0.118,-4.64,Major,0.286,91.7,4/4,0.683,11.315236634560867
Ska,Pepper,16,0.218,0.365,105587,0.869,0.0,A,0.952,-4.8,Minor,0.113,82.884,4/4,0.45,17.372435401953233
Indie,Beach House,44,0.652,0.502,235027,0.582,0.637,C,0.121,-10.239,Major,0.0289,168.054,4/4,0.412,13.695526159138579
Rap,Kendrick Lamar,86,0.000282,0.908,177000,0.621,5.39e-05,C#,0.0958,-6.638,Minor,0.102,150.011,4/4,0.421,2.1274664457631496
Pop,Too $hort,62,0.0042,0.907,163133,0.625,0.0,C#,0.151,-5.557,Major,0.198,99.918,4/4,0.605,13.801657960557785
Classical,Giuseppe Verdi,0,0.953,0.0845,397253,0.0282,0.355,A,0.113,-27.916,Minor,0.0396,169.151,3/4,0.0389,23.26939694402469
Comedy,Katt Williams,17,0.894,0.484,102440,0.904,1.17e-06,G#,0.767,-13.305,Major,0.888,107.678,3/4,0.175,11.402560172344323
Reggae,Carlitos Rossy,38,0.25,0.635,247067,0.768,0.0,C#,0.351,-4.244,Minor,0.0409,166.009,4/4,0.573,11.159252361725088
Electronic,Trentemøller,35,0.0307,0.34,333700,0.819,0.258,A,0.101,-8.884,Minor,0.306,190.012,4/4,0.114,9.00295085520206
Hip-Hop,Smino,53,0.278,0.62,147699,0.643,0.0,F#,0.156,-6.597,Minor,0.301,155.894,4/4,0.15,16.306144110122172
Electronic,Stereolab,38,2.66e-05,0.703,245093,0.58,0.838,C#,0.17,-10.025,Minor,0.0489,154.653,4/4,0.968,9.461269302250637
Blues,The White Stripes,31,0.696,0.286,218867,0.806,0.54,D,0.156,-1.949,Major,0.0344,83.393,4/4,0.109,9.246161106903266
Blues,Steely Dan,64,0.795,0.631,188693,0.354,0.000107,C#,0.0879,-11.112,Major,0.0313,73.007,4/4,0.522,6.504339022695153
Children's Music,Third Eye Blind,50,0.00585,0.502,250533,0.591,1.9e-05,G,0.0725,-4.522,Major,0.0242,81.782,4/4,0.169,13.050994499843776
Electronic,Bonobo,47,0.337,0.635,306840,0.784,0.917,G,0.152,-7.718,Minor,0.0312,95.011,4/4,0.31,9.075353903258765
Opera,Giuseppe Verdi,32,0.962,0.322,471933,0.201,3.59e-05,C#,0.159,-12.741,Major,0.0459,84.029,3/4,0.0871,9.530303603435007
Alternative,MARINA,57,0.0884,0.66,221075,0.689,0.0,E,0.0922,-2.671,Minor,0.0337,127.98,4/4,0.427,7.336457737108442
Reggae,Audiodub,38,0.0253,0.811,187800,0.47,0.0,A,0.0821,-7.308,Major,0.0452,85.061,4/4,0.493,12.305726985834923
Hip-Hop,Young Thug,58,0.0408,0.809,201960,0.801,0.0,C#,0.353,-5.461,Major,0.407,81.94,4/4,0.744,8.606150229096434
Soul,TOKiMONSTA,52,0.407,0.644,217537,0.655,0.528,A,0.11,-6.507,Minor,0.038,80.925,4/4,0.397,6.467566008005474
Country,Jawga Boyz,54,0.00481,0.687,371398,0.729,0.000435,A,0.123,-6.916,Minor,0.0308,140.004,4/4,0.259,5.963812032733794
Opera,Christina Pluhar,25,0.926,0.398,183793,0.188,0.0,D,0.109,-17.395,Minor,0.0362,102.45,4/4,0.191,9.24745254563262
Folk,James Vincent McMorrow,56,0.964,0.373,214787,0.114,0.000498,F,0.111,-17.951,Major,0.0476,127.545,1/4,0.173,8.565729209655927
World,North Point InsideOut,24,0.00609,0.228,301053,0.625,4.88e-05,D,0.942,-5.67,Major,0.0311,169.826,4/4,0.115,14.437219079450598
Children's Music,Enzo Garcia,0,0.932,0.771,199973,0.351,0.587,D,0.277,-13.14,Major,0.0423,133.953,4/4,0.497,27.364524474124465
Soul,India.Arie,43,0.272,0.664,238867,0.37,7.87e-05,G,0.0946,-10.617,Major,0.0345,94.037,4/4,0.209,11.428503778784696
Pop,Gucci Mane,76,0.144,0.747,214642,0.569,0.0,G#,0.18,-6.679,Major,0.146,157.056,4/4,0.167,5.717880514734683
World,Menahan Street Band,47,0.055,0.587,202240,0.732,0.924,F,0.247,-8.097,Major,0.0317,96.848,4/4,0.747,4.50158559816784
Dance,Snakehips,55,0.151,0.72,167367,0.867,0.0,F#,0.752,-4.221,Minor,0.106,123.959,4/4,0.525,8.494804942402643
Hip-Hop,Childish Gambino,51,0.011,0.546,219840,0.695,0.0,G,0.0713,-6.374,Major,0.0454,79.932,4/4,0.182,10.65058330701914
Electronic,Archive,21,0.875,0.389,292196,0.361,0.00229,A#,0.133,-11.843,Minor,0.0334,113.507,3/4,0.237,12.1961781788904
Alternative,Nickelback,49,0.000361,0.618,240704,0.956,6.74e-05,B,0.349,-3.297,Minor,0.0496,97.993,4/4,0.487,11.841121182791639
Soundtrack,Yann Tiersen,38,0.845,0.191,368960,0.265,0.933,D,0.365,-20.183,Major,0.0441,124.151,3/4,0.0539,7.623602716470224
Soul,Nao,46,0.053,0.776,172333,0.54,1.47e-06,C,0.0828,-5.727,Major,0.182,93.001,4/4,0.703,7.644570790909934
World,Beats Antique,28,0.0072,0.654,251504,0.732,0.414,G,0.565,-8.359,Major,0.0576,80.004,4/4,0.443,9.998892757478425
Children's Music,The Struts,52,0.00101,0.565,213853,0.905,0.0,F,0.325,-3.575,Minor,0.057,126.011,4/4,0.684,8.878263957574077
Folk,Johnnyswim,56,0.519,0.612,176632,0.409,0.0,G,0.0554,-6.797,Major,0.0292,78.969,4/4,0.698,7.974397105755339
Rap,ScHoolboy Q,77,0.0201,0.768,267427,0.471,0.0,D,0.268,-8.406,Major,0.259,131.023,4/4,0.405,6.011457081074165
Pop,Jon Bellion,56,0.475,0.544,171868,0.397,0.000478,F#,0.0564,-8.394,Major,0.0556,109.916,4/4,0.682,14.260768738354415
Hip-Hop,Fetty Wap,59,0.172,0.647,224000,0.673,0.0,F,0.223,-5.992,Major,0.176,179.971,4/4,0.527,10.636827986536192
Folk,Mipso,39,0.461,0.587,181926,0.46,4.25e-05,A,0.257,-8.759,Major,0.0302,88.057,4/4,0.806,11.92757199656174
Rock,Mel McDaniel,61,0.532,0.686,144187,0.622,0.0,D,0.0511,-7.31,Major,0.0857,163.245,4/4,0.982,13.725096744113811
Reggae,The Holdup,29,0.0108,0.532,237293,0.523,0.0113,G#,0.219,-11.664,Major,0.0347,174.041,4/4,0.379,8.652958786941376
Ska,Dance Hall Crashers,16,0.0255,0.468,199000,0.915,0.0366,D,0.0293,-4.854,Major,0.0756,180.368,4/4,0.851,11.373789664002857
Children's Music,Sanctus Real,62,0.0291,0.452,181733,0.81,0.0,A,0.118,-4.748,Major,0.0422,167.143,4/4,0.439,3.916741045049617
Children's Music,Bad Wolves,46,0.179,0.514,223840,0.36,0.0,A,0.109,-7.001,Minor,0.0249,80.53,4/4,0.27,10.195837041094604
Rock,Fall Out Boy,57,0.00123,0.599,204507,0.853,0.000504,B,0.37,-3.878,Minor,0.0365,94.997,4/4,0.676,13.085084408315245
Hip-Hop,Ty Dolla $ign,54,0.0283,0.874,216635,0.712,0.0887,B,0.0824,-5.667,Minor,0.0315,106.021,4/4,0.585,8.967802336693302
R&B,Naughty Boy,54,0.0147,0.584,244041,0.799,0.0,D,0.284,-5.478,Major,0.179,183.961,4/4,0.666,4.537512497255328
Comedy,Lewis Black,18,0.819,0.556,1043040,0.76,0.0,F#,0.798,-11.047,Minor,0.935,84.838,4/4,0.0475,11.14742719648406
Classical,Franz Joseph Haydn,30,0.993,0.34,333333,0.0458,0.882,A,0.0964,-28.964,Major,0.0383,170.569,4/4,0.37,7.349849762966926
Comedy,Andrew Dice Clay,10,0.638,0.639,41800,0.707,0.0,C#,0.747,-13.985,Major,0.898,122.948,3/4,0.516,12.41861739304774
R&B,Hablot Brown,39,0.218,0.726,199286,0.485,0.0095,F,0.0804,-15.62,Major,0.317,111.957,4/4,0.0945,10.469039432261505
Movie,Chorus,0,0.00378,0.609,244573,0.703,8.53e-06,F#,0.0935,-7.183,Major,0.0274,138.426,4/4,0.842,8.128440064640664
Jazz,Ohio Players,53,0.101,0.623,264360,0.681,0.0158,F,0.269,-15.733,Major,0.0604,107.319,4/4,0.843,4.643132761798557
Indie,Still Woozy,59,0.318,0.606,233995,0.435,0.00482,A,0.205,-11.458,Major,0.0614,124.943,3/4,0.376,7.66445946862738
Classical,Edvard Grieg,34,0.996,0.353,240000,0.00449,0.93,D,0.0708,-30.004,Minor,0.0563,70.819,4/4,0.0363,6.603347977986332
Ska,The Slackers,16,0.0394,0.79,227640,0.563,0.664,F,0.066,-5.568,Minor,0.0475,140.304,4/4,0.962,15.072397723516806
Pop,Cher,73,0.244,0.654,239827,0.566,0.0,B,0.123,-10.313,Major,0.0268,108.293,4/4,0.527,9.90159582535764
Alternative,Alina Baraz,45,0.301,0.591,219330,0.396,4.16e-05,B,0.109,-9.684,Minor,0.0973,78.011,4/4,0.516,10.571077229600965
Ska,The Suicide Machines,34,0.000444,0.537,198467,0.978,0.0,G,0.1,-2.681,Major,0.0478,102.556,4/4,0.704,4.214674286261726
World,Darlene Zschech,30,0.746,0.168,583052,0.272,1.2e-06,G,0.164,-10.779,Major,0.033,84.287,4/4,0.0826,13.197305019957684
Movie,Randy Newman,11,0.907,0.708,163827,0.639,0.0223,E,0.732,-11.537,Major,0.13,98.619,4/4,0.679,16.9006172217821
Soul,Maxwell,50,0.307,0.695,329413,0.454,4.6e-06,A,0.0727,-7.267,Major,0.0788,127.986,4/4,0.496,8.018934212338356
Pop,James TW,65,0.306,0.599,196213,0.546,0.0,A,0.119,-6.459,Major,0.159,95.141,4/4,0.411,10.390190247605895
Rap,YG,55,0.291,0.56,243773,0.664,0.0,D,0.688,-7.86,Major,0.567,190.024,4/4,0.655,8.689926726358067
Reggae,Dispatch,32,0.259,0.732,258933,0.675,0.0,G,0.0832,-5.577,Major,0.0584,105.041,4/4,0.494,10.118044647898557
Anime,Sheena Ringo,22,0.00253,0.319,196400,0.978,0.481,C,0.479,-1.209,Major,0.071,77.882,4/4,0.238,13.427078039991022
Electronic,LOUDPVCK,40,0.0105,0.766,187221,0.95,0.708,F,0.769,-1.701,Minor,0.126,154.033,4/4,0.48,8.742511739243541
World,Jonathan David Helser,33,0.0513,0.404,306533,0.601,1.45e-05,A,0.26,-5.703,Major,0.0275,149.93,4/4,0.113,10.680426438093571
Rock,Ben Rector,62,0.343,0.657,138518,0.356,1.27e-06,D#,0.11,-11.808,Major,0.0362,78.914,4/4,0.394,7.205970536484919
Classical,Johann Sebastian Bach,32,0.994,0.388,146600,0.193,0.912,G,0.141,-21.261,Major,0.038,111.322,4/4,0.353,6.007068497137246
Hip-Hop,KYLE,50,0.0428,0.784,227254,0.663,0.0,G,0.0457,-5.088,Major,0.0537,144.003,4/4,0.392,15.00907706458986
Rap,Bullet For My Valentine,67,8.07e-05,0.569,291427,0.883,7.74e-05,D,0.0883,-4.41,Minor,0.0747,134.003,4/4,0.373,4.547245548893453
Children's Music,Arcade Fire,64,0.541,0.604,353240,0.768,0.0201,G,0.752,-6.484,Major,0.0308,123.067,4/4,0.645,2.5742757828165423
Electronic,Baauer,31,0.0733,0.78,200107,0.796,0.113,B,0.12,-7.621,Minor,0.181,130.036,4/4,0.355,15.21691675254282
Country,Faces,69,0.428,0.603,214960,0.494,0.000171,D,0.0894,-10.27,Major,0.0301,147.814,4/4,0.729,0.03315253934861081
Soundtrack,Hans Zimmer,33,0.185,0.123,320480,0.307,0.835,E,0.104,-16.324,Minor,0.0542,90.38,4/4,0.0349,12.973554651881166
Rap,Jay Gwuapo,53,0.212,0.781,205636,0.656,0.0,G,0.115,-8.58,Minor,0.204,142.09,4/4,0.564,14.344620573423327
Electronic,Excision,32,0.0579,0.818,302789,0.8,9.89e-05,G,0.139,-6.24,Major,0.298,139.927,4/4,0.169,14.465319123577428
Alternative,Sum 41,52,0.00237,0.389,205933,0.872,4.11e-06,C#,0.313,-4.968,Major,0.103,162.54,4/4,0.222,7.230199711114025
Opera,Giacomo Puccini,11,0.912,0.282,332413,0.0369,0.0,D,0.0912,-26.97,Major,0.0535,126.79,3/4,0.0367,20.107676156609653
Blues,J. Blackfoot,28,0.093,0.416,302867,0.468,0.0,A,0.354,-11.786,Minor,0.0469,67.713,4/4,0.27,9.629818567038937
Folk,Brandi Carlile,69,0.779,0.354,259559,0.206,0.00021,C,0.0959,-11.799,Major,0.0365,139.056,4/4,0.202,1.8805860079862644
Jazz,Digable Planets,47,0.118,0.632,275627,0.369,0.000103,A,0.108,-17.786,Major,0.397,200.216,4/4,0.514,9.34052521240983
Classical,Johann Sebastian Bach,39,0.773,0.471,215760,0.403,4.88e-06,C#,0.242,-13.349,Minor,0.0444,102.31,4/4,0.751,7.139581782915634
Pop,Taylor Swift,59,0.00196,0.602,193293,0.735,4.77e-05,F,0.105,-5.778,Major,0.0337,96.969,4/4,0.472,11.935977569188305
Indie,j ember,44,0.0322,0.485,196023,0.321,0.0923,D,0.0677,-12.631,Major,0.0314,82.034,4/4,0.162,10.532939020476078
Dance,Jennifer Lopez,52,0.107,0.726,284867,0.779,0.000252,D#,0.098,-5.198,Minor,0.0603,129.973,4/4,0.556,8.207968030244013
Rap,Rae Sremmurd,55,0.0443,0.842,267627,0.609,0.0,B,0.106,-5.867,Major,0.19,129.942,4/4,0.184,10.379303784412647
Blues,Elizabeth Cotten,32,0.976,0.527,205493,0.171,0.000545,A#,0.114,-14.512,Major,0.0353,106.462,4/4,0.664,11.661511818254347
Rap,Kanye West,87,0.0114,0.901,127947,0.522,0.0,D,0.259,-8.304,Major,0.33,104.053,4/4,0.329,0.21582813987496743
Pop,Joji,76,0.895,0.787,128888,0.312,0.0224,G,0.115,-12.401,Major,0.0383,119.899,4/4,0.425,3.9984535453992294
Reggae,Ivy Queen,32,0.483,0.76,275240,0.518,0.0,C,0.117,-5.228,Minor,0.0449,134.129,4/4,0.246,14.663168372370874
Blues,KONGOS,35,0.307,0.625,206515,0.732,0.000509,E,0.143,-7.332,Minor,0.0567,147.668,3/4,0.931,6.230757412684852
Indie,Crumb,51,0.259,0.265,279429,0.6,0.739,D#,0.124,-9.28,Minor,0.0341,93.796,4/4,0.0555,11.524125546361375
Opera,Giacomo Puccini,6,0.964,0.3,146213,0.0448,0.000442,F,0.613,-26.876,Major,0.0416,131.764,4/4,0.0757,19.4246020692167
Anime,Nightmare,16,0.00883,0.511,297427,0.928,0.000123,G#,0.121,-3.892,Major,0.0442,100.951,4/4,0.368,15.162532372509263
Hip-Hop,Denzel Curry,60,0.222,0.715,232293,0.57,2.32e-06,C,0.343,-7.682,Minor,0.172,107.766,4/4,0.371,7.453846672783281
Jazz,Dr. John,43,0.636,0.744,206160,0.481,0.00709,G#,0.0912,-16.24,Major,0.0479,113.107,4/4,0.968,10.325780923131513
Children's Music,Ravyn Lenae,62,0.0339,0.712,196755,0.846,0.000384,E,0.106,-6.714,Minor,0.0538,120.016,4/4,0.573,4.082441867742067
Pop,Drake,65,0.574,0.446,237733,0.239,7.76e-05,C#,0.12,-15.327,Major,0.0876,104.675,4/4,0.31,10.918912464613411
Blues,Phish,25,0.333,0.425,1257333,0.672,0.756,C,0.701,-11.114,Major,0.0556,105.414,4/4,0.228,9.317159470086326
Indie,Hoodie Allen,54,0.297,0.795,184661,0.41,0.0,G,0.0742,-7.07,Major,0.109,100.015,4/4,0.434,10.633823535477257
Hip-Hop,XXXTENTACION,77,0.591,0.797,121630,0.293,0.0724,F,0.148,-7.479,Major,0.08,80.035,4/4,0.478,5.86695767304636
Indie,Smallpools,60,0.00601,0.585,221747,0.801,8.2e-05,B,0.0865,-5.406,Minor,0.0995,101.987,4/4,0.283,7.1784319361937365
Anime,Aimer,18,0.00877,0.489,205027,0.889,1.52e-06,A,0.233,-4.727,Major,0.0636,163.972,4/4,0.777,14.543577343653928
Soundtrack,Alan Silvestri,24,0.569,0.207,134333,0.392,0.865,F,0.105,-11.39,Major,0.0424,81.208,4/4,0.141,16.207602753751782
Jazz,The Ink Spots,36,0.985,0.571,192840,0.0881,1.09e-06,F,0.129,-15.875,Major,0.0375,82.898,4/4,0.498,12.824664881882015
Opera,Georges Bizet,20,0.948,0.297,127133,0.101,0.968,A#,0.211,-29.498,Major,0.0479,105.177,4/4,0.222,16.11680751215397
Electronic,Alexander Lewis,45,0.335,0.446,191197,0.772,0.0,B,0.13,-1.184,Minor,0.161,117.845,4/4,0.432,6.941205656116068
Electronic,Vök,29,0.55,0.499,184960,0.295,0.00529,B,0.108,-10.679,Minor,0.0325,136.749,3/4,0.138,12.153669681976124
Children's Music,Juice Music,5,0.69,0.743,81227,0.263,0.0,C#,0.0635,-11.018,Major,0.0591,140.105,4/4,0.569,12.425064023825009
Comedy,Kyle Cease,12,0.684,0.614,362013,0.473,0.0,E,0.607,-11.186,Major,0.937,81.137,4/4,0.517,12.417093156032061
Reggae,The Holdup,40,0.239,0.777,189615,0.468,0.0,C,0.143,-7.472,Major,0.176,155.892,4/4,0.867,5.641665936542192
Indie,S. Carey,58,0.867,0.501,254920,0.294,0.0068,A,0.131,-13.375,Major,0.0302,130.018,4/4,0.191,12.130729047799681
Rock,Aaron Watson,59,0.0883,0.617,222213,0.886,1.35e-05,D,0.0856,-4.352,Major,0.0425,124.979,4/4,0.873,12.100255422765088
R&B,Jaheim,43,0.0636,0.655,224667,0.553,1.73e-05,A,0.126,-6.854,Minor,0.0891,70.033,4/4,0.531,12.839635028129294
World,Passion,56,0.221,0.323,459467,0.467,0.0,G,0.115,-7.282,Major,0.0334,139.505,4/4,0.0625,4.031295873924968
Anime,Kana Nishino,26,0.128,0.636,295813,0.752,1.98e-06,A#,0.0916,-5.633,Major,0.0328,124.964,4/4,0.516,11.160416048101085
